customer_key,customer_name,email,city,country,segment
1266948,Caleb Baker,calebbaker@yahoo.com,Seattle,US,Home Office
1348020,Jack Davis,jackdav@gmail.com,Boston,DE,Home Office
1973264,Christopher Edwards,cedwards@icloud.com,Denver,UK,Corporate
631873,Kemi Adeyemi,kemi.ade@gmail.com,New York,IN,Corporate
1885793,Adriana Diaz,adrianadiaz@protonmail.com,Portland,US,Home Office
693362,Matthew Baker,matthewbaker@gmail.com,Jacksonville,UK,Consumer
1679483,Emma Rizzo,emma.riz@gmail.com,Houston,UK,Consumer
1850762,Kofi Ndiaye,kofi.ndiaye@outlook.com,Portland,IN,Consumer
1725104,Yasmin Hassan,yhassan@gmail.com,Chicago,US,Consumer
1146258,Evelyn Parker,evelyn.parker@icloud.com,Boston,DE,Consumer
120799,Swati Menon,swati.menon@gmail.com,Seattle,UK,Corporate
1908100,Lei Tang,ltang@gmail.com,Phoenix,DE,Consumer
1768033,Mateo Castillo,mcastillo@gmail.com,Boston,IN,Home Office
1994209,Adriana Mendoza,adrianamen@icloud.com,Los Angeles,DE,Consumer
1945779,Claudia Alvarez,claudia685@icloud.com,Austin,DE,Corporate
605371,Mary Taylor,mtaylor@gmail.com,Boston,UK,Consumer
1599698,Aaliyah Mensah,aaliyahmen@outlook.com,Phoenix,CA,Home Office
653724,Brian Eze,brian_eze@yahoo.com,Jacksonville,CA,Consumer
1804780,John Wilson,johnwil@icloud.com,New York,US,Consumer
18017,Oliver Harris,oliver391@outlook.com,Portland,UK,Consumer
1434481,Gabriela Torres,gabriela28@icloud.com,San Jose,US,Consumer
571993,Paula Diaz,paula978@gmail.com,Boston,US,Consumer
581166,Sneha Malhotra,sneha469@outlook.com,Dallas,US,Consumer
948189,Susan Howard,susan.howard@gmail.com,Seattle,UK,Consumer
1144982,Gabriela Gutierrez,gabriela_gut@gmail.com,Philadelphia,CA,Corporate
525303,Layla Ibrahim,layla.ibrahim@gmail.com,Nashville,UK,Consumer
1515288,Ramesh Bhat,rbhat@gmail.com,New York,CA,Consumer
235553,Nia Mensah,nia804@outlook.com,Chicago,US,Consumer
108141,Aya Nasser,aya.nas@gmail.com,Seattle,DE,Consumer
1387485,Hector Ruiz,hector894@protonmail.com,Seattle,US,Consumer
927106,Michelle Carter,michelle.carter@gmail.com,Columbus,US,Consumer
402280,Aarti Patel,aarti241@gmail.com,Charlotte,BR,Corporate
1110810,Juliette Petit,juliette795@gmail.com,Charlotte,UK,Corporate
823449,Betty Carter,bettycar@outlook.com,Boston,US,Consumer
1311691,Rebecca Nelson,rebeccanelson@gmail.com,Charlotte,US,Consumer
646273,Olivier Morel,omorel@yahoo.com,Denver,US,Home Office
150986,Jason Harris,jason94@protonmail.com,New York,US,Home Office
16352,Steven Thomas,sthomas@yahoo.com,Houston,US,Consumer
1362777,Wei Deng,wei.deng@icloud.com,Denver,BR,Corporate
1616507,Patricia Morales,patricia_morales@hotmail.com,Charlotte,DE,Consumer
1101883,Chidi Kone,chidi69@yahoo.com,Seattle,DE,Corporate
422570,Yan Li,yan57@yahoo.com,San Jose,US,Consumer
1459610,Jennifer Hall,jennifer848@yahoo.com,San Diego,US,Corporate
820013,David Roberts,david.rob@outlook.com,Columbus,IN,Consumer
1025498,Raul Walker,raul.walker@hotmail.com,Fort Worth,US,Corporate
1646543,Laura Phillips,laura879@gmail.com,Philadelphia,US,Consumer
910651,Kevin Baker,kevin664@gmail.com,Columbus,US,Corporate
1465602,Samir Khoury,samir_khoury@gmail.com,Nashville,US,Consumer
142658,Brian Collins,briancollins@icloud.com,Chicago,US,Corporate
391433,Chidi Camara,ccamara@gmail.com,Columbus,UK,Consumer
1197955,Edward Bell,ebell@outlook.com,Denver,DE,Consumer
293660,Linda Martin,linda.mar@outlook.com,San Diego,UK,Corporate
1096707,Rashid Khoury,rkhoury@icloud.com,San Diego,IN,Corporate
414367,Rin Hayashi,rin.hayashi@hotmail.com,Chicago,US,Corporate
20368,Jade Bernard,jbernard@outlook.com,New York,US,Consumer
390059,Hana Watanabe,hwatanabe@outlook.com,Charlotte,IN,Home Office
127316,Joshua Cox,joshuacox@outlook.com,Chicago,UK,Corporate
338157,Marion Laurent,marion267@outlook.com,Fort Worth,UK,Consumer
1569896,Liam Bell,liam_bel@outlook.com,San Diego,US,Corporate
1093320,Mason Reed,mreed@gmail.com,San Antonio,UK,Consumer
1706145,Anna Bruno,annabruno@yahoo.com,Columbus,IN,Consumer
997605,Jack Müller,jmller@gmail.com,Columbus,US,Consumer
883465,Jorge Torres,jorge.tor@gmail.com,Phoenix,UK,Consumer
1130541,Malik Asante,malikasante@gmail.com,Fort Worth,US,Corporate
643794,Meera Banerjee,meeraban@outlook.com,Seattle,US,Home Office
1926262,Sung-min Lim,sungmin.lim@gmail.com,Los Angeles,US,Consumer
613341,Margaret Harris,margaret196@outlook.com,Houston,BR,Corporate
1376046,Robert Taylor,rtaylor@outlook.com,Phoenix,UK,Consumer
1257774,Aya Said,ayasai@protonmail.com,New York,DE,Consumer
1641095,Imani Sane,imani.sane@gmail.com,Dallas,DE,Consumer
38861,Charles Harris,charles4@gmail.com,Dallas,DE,Home Office
962450,Shu Chen,shuchen@gmail.com,San Antonio,CA,Consumer
1516875,Aya Said,aya.said@gmail.com,Phoenix,UK,Home Office
177275,Folake Sow,folakesow@gmail.com,Charlotte,IN,Consumer
1133239,Ethan Reed,ethan_reed@yahoo.com,Houston,DE,Consumer
83272,Jun Han,jun.han@yahoo.com,Jacksonville,IN,Corporate
71502,James Green,james_gre@hotmail.com,Portland,IN,Consumer
1484250,Hannah Stewart,hannah.ste@outlook.com,San Diego,US,Consumer
1706794,Peng Xu,peng786@outlook.com,Chicago,US,Consumer
249168,Nicolas Garcia,ngarcia@gmail.com,Nashville,BR,Consumer
495473,Pablo Mendoza,pablo.men@icloud.com,Fort Worth,UK,Corporate
1986524,Laura Nelson,laura.nelson@gmail.com,Phoenix,US,Consumer
220605,Ronald Allen,rallen@gmail.com,San Jose,UK,Consumer
1351834,Jorge Martinez,jorge989@gmail.com,Chicago,US,Corporate
1906184,Carol Thomas,carol.thomas@hotmail.com,Houston,US,Home Office
1185400,Pierre Girard,pierre647@gmail.com,Charlotte,DE,Corporate
125182,Khalid Yousef,khalid685@outlook.com,Portland,CA,Corporate
174653,Beatriz Perez,bperez@hotmail.com,Los Angeles,UK,Home Office
123984,Amelia Mitchell,amelia_mit@outlook.com,Portland,US,Consumer
1524205,Ava Adams,ava.ada@gmail.com,Chicago,BR,Corporate
732331,Joseph Rodriguez,josephrodriguez@yahoo.com,New York,CA,Corporate
964560,Giorgia Mancini,giorgia_man@yahoo.com,Houston,US,Home Office
383056,Jonas Müller,jonas884@protonmail.com,Fort Worth,UK,Consumer
257879,Jeffrey Phillips,jeffreyphillips@yahoo.com,Phoenix,US,Home Office
970551,Celine Leroy,celine.ler@outlook.com,Houston,DE,Consumer
809251,Zhen Zhao,zzhao@icloud.com,Columbus,IN,Corporate
911891,James Jones,james_jon@gmail.com,Phoenix,IN,Corporate
590090,Eduardo Hernandez,eduardo.hernandez@outlook.com,Dallas,CA,Consumer
817540,Juan Sun,jsun@gmail.com,Boston,UK,Consumer
393687,Donald Petit,donald.pet@protonmail.com,San Diego,US,Consumer
420412,Paula Ramirez,paula222@outlook.com,Dallas,DE,Home Office
463700,Miguel Perez,miguel438@outlook.com,Denver,CA,Consumer
340963,Antoine Petit,antoine.pet@gmail.com,Houston,US,Consumer
876631,Edward Lim,edward.lim@protonmail.com,Houston,US,Corporate
337419,Yousef Khoury,yousefkho@outlook.com,San Antonio,US,Consumer
54135,Laura Johnson,laura295@yahoo.com,Denver,US,Corporate
1374017,Celine Lefebvre,celine361@outlook.com,Portland,US,Consumer
1912640,Javier Cruz,jcruz@outlook.com,Charlotte,BR,Home Office
1653397,Sophia Harris,sophia_har@icloud.com,Phoenix,DE,Corporate
1105474,Monika Becker,monika890@gmail.com,Los Angeles,US,Corporate
66462,Deepak Joshi,deepakjos@yahoo.com,Fort Worth,US,Consumer
203098,Yousef Aziz,yousefaziz@gmail.com,Los Angeles,CA,Consumer
1055233,Zara Okonkwo,zara.oko@hotmail.com,Jacksonville,BR,Consumer
685118,Aisha Toure,aishatoure@outlook.com,San Jose,BR,Corporate
1291245,Franziska Hofmann,franziska_hofmann@gmail.com,Phoenix,US,Corporate
1451553,Kofi Kone,kofi638@icloud.com,Jacksonville,US,Corporate
3579,Ngozi Ward,nward@hotmail.com,San Jose,BR,Consumer
822903,Lucas Young,lucas_young@outlook.com,Chicago,UK,Home Office
1503406,Rebecca Eze,rebecca.eze@hotmail.com,Dallas,IN,Consumer
87364,Donald Harris,donald470@gmail.com,Boston,US,Corporate
975594,Mathieu Laurent,mathieu.lau@outlook.com,Seattle,DE,Home Office
142943,Aurelie Morel,aurelie443@gmail.com,Phoenix,UK,Home Office
874465,Michael Jackson,mjackson@hotmail.com,Dallas,US,Consumer
244377,Edward Morris,emorris@yahoo.com,Austin,US,Consumer
1554503,Zaid Edwards,zaidedwards@gmail.com,Columbus,US,Consumer
326271,Maryam Aziz,maziz@hotmail.com,Houston,US,Consumer
722450,Sophia Allen,sallen@gmail.com,Seattle,US,Consumer
1551642,Mason Walker,mwalker@gmail.com,Nashville,BR,Home Office
841283,James Rizzo,jamesriz@outlook.com,Nashville,US,Consumer
1369833,Amira Hassan,amira91@gmail.com,Charlotte,US,Corporate
722385,Feng Wang,feng_wan@hotmail.com,Austin,IN,Home Office
336470,Barbara Jones,barbara.jones@gmail.com,Philadelphia,US,Consumer
1857547,Tae-yang Jang,taeyang981@gmail.com,Columbus,UK,Consumer
806585,Sandra Bell,sbell@outlook.com,Jacksonville,BR,Consumer
609230,Ying Stewart,ying980@icloud.com,Boston,BR,Consumer
1113658,Emily Cox,ecox@yahoo.com,Philadelphia,DE,Consumer
941319,Thomas Cooper,thomascoo@protonmail.com,San Diego,DE,Corporate
596038,Patricia Garcia,patriciagarcia@gmail.com,Fort Worth,IN,Corporate
1629715,Aaliyah Camara,aaliyahcam@hotmail.com,Phoenix,UK,Corporate
1626160,Leonardo Rizzo,leonardo878@protonmail.com,Houston,US,Consumer
123538,Deborah Collins,deborah_col@gmail.com,Seattle,US,Consumer
847765,Elisa Moretti,elisa559@outlook.com,Houston,BR,Corporate
992116,Nancy Lewis,nlewis@hotmail.com,Dallas,US,Consumer
586396,Karen Allen,karen.allen@outlook.com,Dallas,BR,Consumer
1543745,Franziska Wagner,franziska.wagner@gmail.com,San Diego,CA,Corporate
1642805,Paul Turner,paul40@yahoo.com,New York,DE,Consumer
100061,Charles Bailey,charles641@hotmail.com,Charlotte,BR,Corporate
330274,Charles Williams,charles.wil@hotmail.com,New York,US,Home Office
1621308,Abena Keita,abena283@gmail.com,Philadelphia,US,Corporate
323655,Manuel Ortiz,manuel.ortiz@gmail.com,Nashville,US,Home Office
406399,Vittoria Rizzo,vittoria.riz@gmail.com,San Jose,US,Corporate
1551682,Xia Zhou,xzhou@gmail.com,Los Angeles,US,Consumer
1031374,Pallavi Das,pallavi505@yahoo.com,Columbus,IN,Consumer
196794,Amara Sow,amara.sow@yahoo.com,Seattle,UK,Consumer
51836,Matthew Taylor,mtaylor@gmail.com,Seattle,DE,Home Office
1639544,Deborah Parker,deborah491@gmail.com,Nashville,US,Corporate
645221,Tariq Awad,tariq_awa@gmail.com,Columbus,BR,Corporate
1892562,Patricia Hernandez,phernandez@icloud.com,Dallas,IN,Home Office
1635235,Emma Davis,emmadav@icloud.com,New York,BR,Home Office
41611,Pablo Diaz,pablo.dia@yahoo.com,Jacksonville,IN,Home Office
838859,Robert Roberts,robert.rob@hotmail.com,Portland,DE,Consumer
1755796,Sita Mehta,sita.meh@yahoo.com,Fort Worth,US,Home Office
257751,Evelyn Richardson,evelyn_ric@icloud.com,Columbus,DE,Consumer
1199616,Timothy Howard,timothy373@gmail.com,San Antonio,UK,Consumer
1902728,Mark Davis,mark_dav@outlook.com,Philadelphia,US,Consumer
199531,Khalid Saleh,ksaleh@outlook.com,Columbus,DE,Home Office
657383,Andreas Wagner,awagner@outlook.com,Phoenix,UK,Corporate
1074083,Joseph Brown,joseph246@protonmail.com,Dallas,DE,Consumer
1192975,Daniela Rodriguez,daniela311@gmail.com,Fort Worth,UK,Home Office
452612,Liam Sharma,liamsha@yahoo.com,Fort Worth,BR,Corporate
1897094,Adriana Garcia,adriana_garcia@yahoo.com,San Antonio,US,Corporate
814528,Hannah Werner,hannah437@outlook.com,Philadelphia,UK,Consumer
1997699,Michelle Williams,michelle388@gmail.com,Houston,UK,Consumer
1144778,Anthony Bruno,anthony_bruno@gmail.com,Philadelphia,IN,Corporate
411696,Thomas Wilson,twilson@icloud.com,Dallas,IN,Consumer
1915050,Riccardo Rizzo,riccardo.riz@yahoo.com,Philadelphia,DE,Corporate
877308,Sanjay Menon,smenon@gmail.com,Los Angeles,IN,Consumer
750743,Mei Zheng,mei.zhe@gmail.com,Denver,UK,Corporate
1545711,Thomas Robinson,thomas.robinson@protonmail.com,Nashville,IN,Corporate
1902860,Hannah Thompson,hannahthompson@gmail.com,Charlotte,CA,Corporate
466233,Sandra Thompson,sandra42@yahoo.com,Portland,US,Consumer
891816,James Murphy,james.murphy@gmail.com,Austin,IN,Consumer
1366775,Isabella Hernandez,isabellaher@icloud.com,Nashville,BR,Corporate
1759478,Gang Lin,gang.lin@gmail.com,Denver,IN,Consumer
365786,Fang Tang,ftang@hotmail.com,Portland,UK,Consumer
1911665,Anna Bauer,anna.bau@yahoo.com,Philadelphia,US,Consumer
1121427,Jing Ma,jing_ma@outlook.com,Charlotte,UK,Corporate
661974,Ming Yang,mingyan@yahoo.com,Columbus,UK,Consumer
1276302,Mateo Jimenez,mateo.jimenez@protonmail.com,Philadelphia,DE,Corporate
1955664,Francesca Rizzo,francesca_riz@icloud.com,New York,US,Corporate
194979,Karim Hassan,karim.has@yahoo.com,Phoenix,US,Corporate
1298501,Lei Li,leili@gmail.com,San Antonio,DE,Consumer
128884,Chidi Boateng,cboateng@gmail.com,New York,UK,Corporate
939633,Luis Sanchez,luis787@gmail.com,Austin,DE,Consumer
1588326,Yu-na Lee,yuna.lee@yahoo.com,Houston,DE,Corporate
1615070,Marisol Moreno,marisolmoreno@gmail.com,Boston,BR,Consumer
1371927,Salma Ibrahim,sibrahim@protonmail.com,Chicago,BR,Corporate
925297,Anthony Young,anthonyyou@yahoo.com,Denver,DE,Corporate
400010,Chloe Anderson,chloe424@gmail.com,Phoenix,US,Consumer
1980497,Lucas Johnson,lucasjoh@gmail.com,New York,UK,Consumer
1864230,Min-jun Jang,minjun.jang@protonmail.com,Chicago,CA,Corporate
912069,Ute Richter,urichter@gmail.com,Portland,UK,Consumer
1198075,Eduardo Martinez,emartinez@icloud.com,Austin,DE,Corporate
1062009,Andreas Farah,andreas502@hotmail.com,Chicago,UK,Home Office
1788019,Mateo Hernandez,mhernandez@gmail.com,Portland,US,Consumer
1362022,Amanda Bailey,amanda.bailey@gmail.com,Fort Worth,IN,Home Office
1272564,Rebecca Turner,rebecca.turner@protonmail.com,San Antonio,US,Corporate
1363283,Mia Ward,mward@hotmail.com,Los Angeles,DE,Consumer
1472687,Isabelle Mercier,isabellemer@yahoo.com,Los Angeles,US,Consumer
167248,Ines Reyes,ireyes@gmail.com,Charlotte,IN,Corporate
1250490,Ramesh Hegde,rhegde@icloud.com,Los Angeles,US,Consumer
791626,Tobias Krüger,tobias289@hotmail.com,Seattle,US,Consumer
364348,Ji-ho Yoon,jiho.yoon@gmail.com,Columbus,US,Corporate
1805868,Takumi Yamada,takumi.yamada@protonmail.com,San Jose,DE,Corporate
1404948,Claudia Ramos,claudia_ramos@icloud.com,Phoenix,UK,Corporate
1636694,Lukas Schmidt,lukassch@yahoo.com,Austin,IN,Consumer
345267,Timothy Lewis,timothy_lew@icloud.com,Los Angeles,US,Consumer
1586419,Aiko Hayashi,aiko_hay@gmail.com,Denver,US,Corporate
1620302,Jessica Miller,jessica160@gmail.com,Los Angeles,IN,Corporate
445147,Raul Hernandez,rhernandez@gmail.com,Columbus,IN,Corporate
1657769,John Morris,john_morris@gmail.com,Columbus,US,Consumer
1878659,Isabelle Morel,isabelle465@yahoo.com,Phoenix,US,Home Office
1689060,Cheng Tang,cheng618@icloud.com,Seattle,UK,Consumer
890184,Emma Jones,emma437@gmail.com,Los Angeles,US,Consumer
1297836,Jennifer Sanchez,jsanchez@gmail.com,Nashville,IN,Consumer
628924,Alessandro Cooper,acooper@gmail.com,Jacksonville,US,Consumer
1101867,Amanda Smith,asmith@gmail.com,Portland,US,Consumer
152097,Yaw Mensah,yaw316@outlook.com,Austin,BR,Consumer
1820274,Theo Deng,theodeng@icloud.com,New York,UK,Home Office
1208856,Pallavi Agarwal,pallavi673@gmail.com,Seattle,US,Corporate
1991632,Teresa Vasquez,teresa871@hotmail.com,Fort Worth,US,Consumer
332540,Varun Chopra,vchopra@gmail.com,Denver,IN,Consumer
1596222,Olivia Murphy,olivia_murphy@icloud.com,San Antonio,BR,Consumer
352994,Charles Robinson,charles803@hotmail.com,Philadelphia,US,Consumer
